Timestamp,Score
2025-01-05 19:28:25,20
2025-01-05 19:28:44,10
2025-01-05 19:34:48,115
2025-01-05 19:43:39,30
2025-01-05 19:43:48,30
2025-01-05 19:45:25,35
2025-01-05 19:57:51,25
2025-01-05 19:57:55,40
2025-01-05 19:58:11,40
2025-01-05 20:04:21,10
2025-01-05 20:13:49,30
2025-01-06 14:35:54,40
2025-01-06 14:36:23,60
2025-01-06 14:36:44,20
2025-01-06 14:36:52,10
